time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,height_m
9305.9,6207682.869,7839940.905,0,-4949.731898,3919.208867,0,3621863
9306,6207187.884,7840332.81,0,-4949.979326,3918.896358,0,3621863
9306.1,6206692.873,7840724.684,0,-4950.226735,3918.583835,0,3621863
9306.2,6206197.838,7841116.527,0,-4950.474125,3918.271295,0,3621863
9306.3,6205702.779,7841508.339,0,-4950.721494,3917.95874,0,3621863
9306.4,6205207.694,7841900.119,0,-4950.968844,3917.646169,0,3621863
9306.5,6204712.585,7842291.868,0,-4951.216174,3917.333583,0,3621863
9306.6,6204217.451,7842683.586,0,-4951.463484,3917.020981,0,3621863
9306.7,6203722.292,7843075.272,0,-4951.710774,3916.708364,0,3621863
9306.8,6203227.109,7843466.927,0,-4951.958045,3916.395731,0,3621863
9306.9,6202731.9,7843858.551,0,-4952.205296,3916.083082,0,3621863
9307,6202236.668,7844250.144,0,-4952.452528,3915.770417,0,3621863
9307.1,6201741.41,7844641.705,0,-4952.699739,3915.457738,0,3621863
9307.2,6201246.128,7845033.235,0,-4952.946931,3915.145042,0,3621863
9307.3,6200750.821,7845424.734,0,-4953.194103,3914.832331,0,3621863
9307.4,6200255.489,7845816.202,0,-4953.441255,3914.519604,0,3621863
9307.5,6199760.132,7846207.638,0,-4953.688388,3914.206862,0,3621863
9307.6,6199264.751,7846599.043,0,-4953.935501,3913.894104,0,3621863
9307.7,6198769.345,7846990.417,0,-4954.182594,3913.58133,0,3621863
9307.8,6198273.915,7847381.759,0,-4954.429667,3913.268541,0,3621863
9307.9,6197778.459,7847773.071,0,-4954.676721,3912.955736,0,3621863
9308,6197282.979,7848164.351,0,-4954.923755,3912.642916,0,3621863
9308.1,6196787.475,7848555.599,0,-4955.170769,3912.33008,0,3621863
9308.2,6196291.945,7848946.817,0,-4955.417763,3912.017228,0,3621863
9308.3,6195796.391,7849338.003,0,-4955.664738,3911.704361,0,3621863
9308.4,6195300.812,7849729.158,0,-4955.911692,3911.391478,0,3621863
9308.5,6194805.209,7850120.281,0,-4956.158628,3911.07858,0,3621863
9308.6,6194309.58,7850511.373,0,-4956.405543,3910.765666,0,3621863
9308.7,6193813.928,7850902.434,0,-4956.652438,3910.452736,0,3621863
9308.8,6193318.25,7851293.464,0,-4956.899314,3910.139791,0,3621863
9308.9,6192822.548,7851684.462,0,-4957.14617,3909.826831,0,3621863
9309,6192326.821,7852075.429,0,-4957.393007,3909.513854,0,3621863
9309.1,6191831.069,7852466.365,0,-4957.639823,3909.200863,0,3621863
9309.2,6191335.293,7852857.269,0,-4957.88662,3908.887855,0,3621863
9309.3,6190839.492,7853248.142,0,-4958.133397,3908.574832,0,3621863
9309.4,6190343.666,7853638.984,0,-4958.380154,3908.261793,0,3621863
9309.5,6189847.816,7854029.795,0,-4958.626892,3907.948739,0,3621863
9309.6,6189351.941,7854420.574,0,-4958.873609,3907.635669,0,3621863
9309.7,6188856.041,7854811.322,0,-4959.120307,3907.322584,0,3621863
9309.8,6188360.117,7855202.039,0,-4959.366986,3907.009483,0,3621863
9309.9,6187864.168,7855592.724,0,-4959.613644,3906.696367,0,3621863
9310,6187368.194,7855983.378,0,-4959.860283,3906.383235,0,3621863
9310.1,6186872.196,7856374,0,-4960.106902,3906.070087,0,3621863
9310.2,6186376.173,7856764.592,0,-4960.353501,3905.756924,0,3621863
9310.3,6185880.125,7857155.152,0,-4960.60008,3905.443745,0,3621863
9310.4,6185384.053,7857545.681,0,-4960.84664,3905.130551,0,3621863
9310.5,6184887.956,7857936.178,0,-4961.093179,3904.817341,0,3621863
9310.6,6184391.834,7858326.644,0,-4961.339699,3904.504115,0,3621863
9310.7,6183895.688,7858717.079,0,-4961.5862,3904.190874,0,3621863
9310.8,6183399.517,7859107.482,0,-4961.83268,3903.877618,0,3621863
9310.9,6182903.321,7859497.854,0,-4962.079141,3903.564346,0,3621863
9311,6182407.101,7859888.195,0,-4962.325582,3903.251058,0,3621863
9311.1,6181910.856,7860278.505,0,-4962.572003,3902.937755,0,3621863
9311.2,6181414.586,7860668.783,0,-4962.818404,3902.624436,0,3621863
9311.3,6180918.292,7861059.029,0,-4963.064786,3902.311101,0,3621863
9311.4,6180421.973,7861449.245,0,-4963.311148,3901.997752,0,3621863
9311.5,6179925.63,7861839.429,0,-4963.55749,3901.684386,0,3621863
9311.6,6179429.262,7862229.582,0,-4963.803812,3901.371005,0,3621863
9311.7,6178932.869,7862619.703,0,-4964.050114,3901.057608,0,3621863
9311.8,6178436.452,7863009.793,0,-4964.296397,3900.744196,0,3621863
9311.9,6177940.01,7863399.852,0,-4964.54266,3900.430769,0,3621863
9312,6177443.543,7863789.879,0,-4964.788903,3900.117325,0,3621863
9312.1,6176947.052,7864179.875,0,-4965.035126,3899.803867,0,3621863
9312.2,6176450.536,7864569.84,0,-4965.281329,3899.490392,0,3621863
9312.3,6175953.996,7864959.774,0,-4965.527513,3899.176902,0,3621863
9312.4,6175457.431,7865349.676,0,-4965.773677,3898.863397,0,3621863
9312.5,6174960.841,7865739.546,0,-4966.019821,3898.549876,0,3621863
9312.6,6174464.227,7866129.386,0,-4966.265946,3898.236339,0,3621863
9312.7,6173967.588,7866519.194,0,-4966.51205,3897.922787,0,3621863
9312.8,6173470.925,7866908.97,0,-4966.758135,3897.60922,0,3621863
9312.9,6172974.236,7867298.715,0,-4967.0042,3897.295637,0,3621863
9313,6172477.524,7867688.429,0,-4967.250245,3896.982038,0,3621863
9313.1,6171980.786,7868078.112,0,-4967.49627,3896.668424,0,3621863
9313.2,6171484.024,7868467.763,0,-4967.742276,3896.354794,0,3621863
9313.3,6170987.238,7868857.383,0,-4967.988261,3896.041149,0,3621863
9313.4,6170490.427,7869246.971,0,-4968.234227,3895.727488,0,3621863
9313.5,6169993.591,7869636.528,0,-4968.480173,3895.413812,0,3621863
9313.6,6169496.731,7870026.054,0,-4968.7261,3895.10012,0,3621863
9313.7,6168999.846,7870415.548,0,-4968.972006,3894.786413,0,3621863
9313.8,6168502.936,7870805.011,0,-4969.217893,3894.47269,0,3621863
9313.9,6168006.002,7871194.443,0,-4969.46376,3894.158952,0,3621863
9314,6167509.044,7871583.843,0,-4969.709607,3893.845198,0,3621863
9314.1,6167012.06,7871973.212,0,-4969.955434,3893.531428,0,3621863
9314.2,6166515.053,7872362.549,0,-4970.201242,3893.217643,0,3621863
9314.3,6166018.02,7872751.855,0,-4970.447029,3892.903843,0,3621863
9314.4,6165520.963,7873141.13,0,-4970.692797,3892.590027,0,3621863
9314.5,6165023.882,7873530.373,0,-4970.938545,3892.276195,0,3621863
9314.6,6164526.775,7873919.585,0,-4971.184273,3891.962348,0,3621863
9314.7,6164029.645,7874308.766,0,-4971.429982,3891.648486,0,3621863
9314.8,6163532.489,7874697.915,0,-4971.67567,3891.334608,0,3621863
9314.9,6163035.31,7875087.033,0,-4971.921339,3891.020714,0,3621863
9315,6162538.105,7875476.119,0,-4972.166988,3890.706805,0,3621863
9315.1,6162040.876,7875865.174,0,-4972.412617,3890.39288,0,3621863
9315.2,6161543.623,7876254.198,0,-4972.658227,3890.07894,0,3621863
9315.3,6161046.345,7876643.19,0,-4972.903816,3889.764985,0,3621863
9315.4,6160549.042,7877032.151,0,-4973.149386,3889.451014,0,3621863
9315.5,6160051.715,7877421.08,0,-4973.394936,3889.137027,0,3621863
9315.6,6159554.363,7877809.978,0,-4973.640466,3888.823025,0,3621863
9315.7,6159056.987,7878198.845,0,-4973.885976,3888.509007,0,3621863
9315.8,6158559.586,7878587.68,0,-4974.131466,3888.194974,0,3621863
9315.9,6158062.16,7878976.484,0,-4974.376937,3887.880926,0,3621863
9316,6157564.71,7879365.256,0,-4974.622387,3887.566862,0,3621863
9316.1,6157067.236,7879753.997,0,-4974.867818,3887.252782,0,3621863
9316.2,6156569.737,7880142.707,0,-4975.113229,3886.938687,0,3621863
9316.3,6156072.213,7880531.385,0,-4975.358621,3886.624576,0,3621863
9316.4,6155574.665,7880920.032,0,-4975.603992,3886.31045,0,3621863
9316.5,6155077.092,7881308.647,0,-4975.849344,3885.996309,0,3621863
9316.6,6154579.495,7881697.231,0,-4976.094675,3885.682152,0,3621863
9316.7,6154081.873,7882085.783,0,-4976.339987,3885.367979,0,3621863
9316.8,6153584.227,7882474.304,0,-4976.585279,3885.053791,0,3621863
9316.9,6153086.556,7882862.794,0,-4976.830551,3884.739587,0,3621863
9317,6152588.861,7883251.252,0,-4977.075804,3884.425368,0,3621863
9317.1,6152091.141,7883639.679,0,-4977.321036,3884.111134,0,3621863
9317.2,6151593.397,7884028.075,0,-4977.566249,3883.796884,0,3621863
9317.3,6151095.628,7884416.439,0,-4977.811442,3883.482619,0,3621863
9317.4,6150597.835,7884804.771,0,-4978.056615,3883.168338,0,3621863
9317.5,6150100.017,7885193.072,0,-4978.301768,3882.854041,0,3621863
9317.6,6149602.174,7885581.342,0,-4978.546901,3882.539729,0,3621863
9317.7,6149104.307,7885969.58,0,-4978.792015,3882.225402,0,3621863
9317.8,6148606.416,7886357.787,0,-4979.037109,3881.911059,0,3621863
9317.9,6148108.5,7886745.962,0,-4979.282182,3881.596701,0,3621863
9318,6147610.559,7887134.106,0,-4979.527236,3881.282327,0,3621863
9318.1,6147112.594,7887522.219,0,-4979.77227,3880.967938,0,3621863
9318.2,6146614.605,7887910.3,0,-4980.017285,3880.653533,0,3621863
9318.3,6146116.591,7888298.35,0,-4980.262279,3880.339113,0,3621863
9318.4,6145618.552,7888686.368,0,-4980.507254,3880.024677,0,3621863
9318.5,6145120.489,7889074.354,0,-4980.752208,3879.710226,0,3621863
9318.6,6144622.402,7889462.31,0,-4980.997143,3879.39576,0,3621863
9318.7,6144124.29,7889850.234,0,-4981.242058,3879.081278,0,3621863
9318.8,6143626.154,7890238.126,0,-4981.486953,3878.76678,0,3621863
9318.9,6143127.993,7890625.987,0,-4981.731829,3878.452267,0,3621863
9319,6142629.807,7891013.816,0,-4981.976684,3878.137739,0,3621863
9319.1,6142131.597,7891401.615,0,-4982.22152,3877.823195,0,3621863
9319.2,6141633.363,7891789.381,0,-4982.466335,3877.508635,0,3621863
9319.3,6141135.104,7892177.116,0,-4982.711131,3877.194061,0,3621863
9319.4,6140636.821,7892564.82,0,-4982.955907,3876.87947,0,3621863
9319.5,6140138.513,7892952.492,0,-4983.200663,3876.564865,0,3621863
9319.6,6139640.181,7893340.133,0,-4983.445399,3876.250244,0,3621863
9319.7,6139141.824,7893727.742,0,-4983.690116,3875.935607,0,3621863
9319.8,6138643.443,7894115.32,0,-4983.934812,3875.620955,0,3621863
9319.9,6138145.037,7894502.866,0,-4984.179489,3875.306287,0,3621863
9320,6137646.607,7894890.381,0,-4984.424146,3874.991604,0,3621863
9320.1,6137148.152,7895277.865,0,-4984.668783,3874.676906,0,3621863
9320.2,6136649.673,7895665.317,0,-4984.9134,3874.362192,0,3621863
9320.3,6136151.169,7896052.737,0,-4985.157997,3874.047463,0,3621863
9320.4,6135652.641,7896440.126,0,-4985.402574,3873.732718,0,3621863
9320.5,6135154.089,7896827.484,0,-4985.647132,3873.417958,0,3621863
9320.6,6134655.512,7897214.81,0,-4985.891669,3873.103182,0,3621863
9320.7,6134156.91,7897602.104,0,-4986.136187,3872.788391,0,3621863
9320.8,6133658.285,7897989.367,0,-4986.380685,3872.473585,0,3621863
9320.9,6133159.634,7898376.599,0,-4986.625163,3872.158763,0,3621863
9321,6132660.96,7898763.799,0,-4986.869621,3871.843926,0,3621863
9321.1,6132162.26,7899150.968,0,-4987.114059,3871.529073,0,3621863
9321.2,6131663.537,7899538.105,0,-4987.358477,3871.214205,0,3621863
9321.3,6131164.789,7899925.211,0,-4987.602876,3870.899321,0,3621863
9321.4,6130666.016,7900312.285,0,-4987.847254,3870.584422,0,3621863
9321.5,6130167.219,7900699.328,0,-4988.091613,3870.269507,0,3621863
9321.6,6129668.398,7901086.339,0,-4988.335952,3869.954577,0,3621863
9321.7,6129169.552,7901473.318,0,-4988.580271,3869.639632,0,3621863
9321.8,6128670.682,7901860.267,0,-4988.82457,3869.324671,0,3621863
9321.9,6128171.787,7902247.183,0,-4989.068849,3869.009695,0,3621863
9322,6127672.868,7902634.069,0,-4989.313108,3868.694703,0,3621863
9322.1,6127173.925,7903020.922,0,-4989.557348,3868.379696,0,3621863
9322.2,6126674.957,7903407.745,0,-4989.801567,3868.064674,0,3621863
9322.3,6126175.964,7903794.535,0,-4990.045767,3867.749636,0,3621863
9322.4,6125676.947,7904181.294,0,-4990.289946,3867.434583,0,3621863
9322.5,6125177.906,7904568.022,0,-4990.534106,3867.119514,0,3621863
9322.6,6124678.841,7904954.718,0,-4990.778246,3866.80443,0,3621863
9322.7,6124179.751,7905341.383,0,-4991.022366,3866.48933,0,3621863
9322.8,6123680.636,7905728.016,0,-4991.266466,3866.174215,0,3621863
9322.9,6123181.497,7906114.618,0,-4991.510546,3865.859085,0,3621863
9323,6122682.334,7906501.188,0,-4991.754607,3865.543939,0,3621863
9323.1,6122183.146,7906887.727,0,-4991.998647,3865.228778,0,3621863
9323.2,6121683.934,7907274.234,0,-4992.242668,3864.913601,0,3621863
9323.3,6121184.698,7907660.709,0,-4992.486668,3864.598409,0,3621863
9323.4,6120685.437,7908047.153,0,-4992.730649,3864.283202,0,3621863
9323.5,6120186.152,7908433.566,0,-4992.97461,3863.967979,0,3621863
9323.6,6119686.842,7908819.947,0,-4993.218551,3863.652741,0,3621863
9323.7,6119187.508,7909206.297,0,-4993.462472,3863.337487,0,3621863
9323.8,6118688.15,7909592.615,0,-4993.706373,3863.022218,0,3621863
9323.9,6118188.767,7909978.901,0,-4993.950254,3862.706934,0,3621863
9324,6117689.359,7910365.156,0,-4994.194116,3862.391634,0,3621863
9324.1,6117189.928,7910751.379,0,-4994.437957,3862.076319,0,3621863
9324.2,6116690.472,7911137.571,0,-4994.681779,3861.760988,0,3621863
9324.3,6116190.992,7911523.732,0,-4994.92558,3861.445642,0,3621863
9324.4,6115691.487,7911909.86,0,-4995.169362,3861.130281,0,3621863
9324.5,6115191.958,7912295.958,0,-4995.413124,3860.814904,0,3621863
9324.6,6114692.404,7912682.023,0,-4995.656866,3860.499512,0,3621863
9324.7,6114192.826,7913068.058,0,-4995.900587,3860.184104,0,3621863
9324.8,6113693.224,7913454.06,0,-4996.14429,3859.868681,0,3621863
9324.9,6113193.597,7913840.031,0,-4996.387972,3859.553243,0,3621863
9325,6112693.946,7914225.971,0,-4996.631634,3859.237789,0,3621863
9325.1,6112194.271,7914611.879,0,-4996.875276,3858.92232,0,3621863
9325.2,6111694.571,7914997.755,0,-4997.118899,3858.606836,0,3621863
9325.3,6111194.847,7915383.6,0,-4997.362501,3858.291336,0,3621863
9325.4,6110695.099,7915769.414,0,-4997.606084,3857.975821,0,3621863
9325.5,6110195.326,7916155.195,0,-4997.849646,3857.66029,0,3621863
9325.6,6109695.529,7916540.946,0,-4998.093189,3857.344744,0,3621863
9325.7,6109195.707,7916926.664,0,-4998.336712,3857.029183,0,3621863
9325.8,6108695.862,7917312.351,0,-4998.580214,3856.713606,0,3621863
9325.9,6108195.991,7917698.007,0,-4998.823697,3856.398014,0,3621863
9326,6107696.097,7918083.631,0,-4999.06716,3856.082407,0,3621863
9326.1,6107196.178,7918469.223,0,-4999.310603,3855.766784,0,3621863
9326.2,6106696.235,7918854.784,0,-4999.554027,3855.451146,0,3621863
9326.3,6106196.267,7919240.314,0,-4999.79743,3855.135492,0,3621863
9326.4,6105696.275,7919625.811,0,-5000.040813,3854.819823,0,3621863
9326.5,6105196.259,7920011.278,0,-5000.284176,3854.504139,0,3621863
9326.6,6104696.218,7920396.712,0,-5000.52752,3854.188439,0,3621863
9326.7,6104196.154,7920782.115,0,-5000.770843,3853.872724,0,3621863
9326.8,6103696.064,7921167.487,0,-5001.014147,3853.556994,0,3621863
9326.9,6103195.951,7921552.827,0,-5001.257431,3853.241248,0,3621863
9327,6102695.813,7921938.135,0,-5001.500694,3852.925487,0,3621863
9327.1,6102195.651,7922323.412,0,-5001.743938,3852.60971,0,3621863
9327.2,6101695.464,7922708.657,0,-5001.987162,3852.293918,0,3621863
9327.3,6101195.253,7923093.871,0,-5002.230366,3851.978111,0,3621863
9327.4,6100695.018,7923479.053,0,-5002.47355,3851.662289,0,3621863
9327.5,6100194.758,7923864.203,0,-5002.716714,3851.346451,0,3621863
9327.6,6099694.475,7924249.322,0,-5002.959858,3851.030597,0,3621863
9327.7,6099194.166,7924634.409,0,-5003.202982,3850.714729,0,3621863
9327.8,6098693.834,7925019.465,0,-5003.446086,3850.398845,0,3621863
9327.9,6098193.477,7925404.489,0,-5003.68917,3850.082946,0,3621863
9328,6097693.096,7925789.481,0,-5003.932235,3849.767031,0,3621863
9328.1,6097192.691,7926174.442,0,-5004.175279,3849.451101,0,3621863
9328.2,6096692.261,7926559.372,0,-5004.418303,3849.135156,0,3621863
9328.3,6096191.807,7926944.269,0,-5004.661308,3848.819195,0,3621863
9328.4,6095691.329,7927329.136,0,-5004.904292,3848.503219,0,3621863
9328.5,6095190.826,7927713.97,0,-5005.147257,3848.187228,0,3621863
9328.6,6094690.299,7928098.773,0,-5005.390201,3847.871221,0,3621863
9328.7,6094189.748,7928483.544,0,-5005.633126,3847.555199,0,3621863
9328.8,6093689.173,7928868.284,0,-5005.876031,3847.239161,0,3621863
9328.9,6093188.573,7929252.992,0,-5006.118915,3846.923109,0,3621863
9329,6092687.949,7929637.669,0,-5006.36178,3846.607041,0,3621863
9329.1,6092187.301,7930022.314,0,-5006.604625,3846.290957,0,3621863
9329.2,6091686.628,7930406.927,0,-5006.84745,3845.974859,0,3621863
9329.3,6091185.931,7930791.509,0,-5007.090255,3845.658745,0,3621863
9329.4,6090685.21,7931176.059,0,-5007.33304,3845.342615,0,3621863
9329.5,6090184.465,7931560.577,0,-5007.575805,3845.026471,0,3621863
9329.6,6089683.695,7931945.064,0,-5007.81855,3844.710311,0,3621863
9329.7,6089182.901,7932329.519,0,-5008.061275,3844.394135,0,3621863
9329.8,6088682.083,7932713.943,0,-5008.30398,3844.077945,0,3621863
9329.9,6088181.24,7933098.335,0,-5008.546665,3843.761739,0,3621863
9330,6087680.373,7933482.695,0,-5008.78933,3843.445517,0,3621863
9330.1,6087179.482,7933867.024,0,-5009.031976,3843.129281,0,3621863
9330.2,6086678.567,7934251.321,0,-5009.274601,3842.813029,0,3621863
9330.3,6086177.627,7934635.586,0,-5009.517206,3842.496761,0,3621863
9330.4,6085676.663,7935019.82,0,-5009.759791,3842.180479,0,3621863
9330.5,6085175.675,7935404.023,0,-5010.002357,3841.864181,0,3621863
9330.6,6084674.663,7935788.193,0,-5010.244902,3841.547868,0,3621863
9330.7,6084173.626,7936172.332,0,-5010.487428,3841.231539,0,3621863
9330.8,6083672.565,7936556.439,0,-5010.729933,3840.915195,0,3621863
9330.9,6083171.48,7936940.515,0,-5010.972419,3840.598836,0,3621863
9331,6082670.371,7937324.559,0,-5011.214884,3840.282462,0,3621863
9331.1,6082169.237,7937708.572,0,-5011.45733,3839.966072,0,3621863
9331.2,6081668.08,7938092.552,0,-5011.699755,3839.649667,0,3621863
9331.3,6081166.897,7938476.502,0,-5011.942161,3839.333247,0,3621863
9331.4,6080665.691,7938860.419,0,-5012.184546,3839.016811,0,3621863
9331.5,6080164.461,7939244.305,0,-5012.426912,3838.70036,0,3621863
9331.6,6079663.206,7939628.159,0,-5012.669258,3838.383894,0,3621863
9331.7,6079161.927,7940011.982,0,-5012.911583,3838.067412,0,3621863
9331.8,6078660.623,7940395.773,0,-5013.153889,3837.750915,0,3621863
9331.9,6078159.296,7940779.532,0,-5013.396175,3837.434403,0,3621863
9332,6077657.944,7941163.259,0,-5013.63844,3837.117876,0,3621863
9332.1,6077156.568,7941546.955,0,-5013.880686,3836.801333,0,3621863
9332.2,6076655.168,7941930.62,0,-5014.122912,3836.484775,0,3621863
9332.3,6076153.744,7942314.252,0,-5014.365117,3836.168201,0,3621863
9332.4,6075652.295,7942697.853,0,-5014.607303,3835.851613,0,3621863
9332.5,6075150.822,7943081.423,0,-5014.849469,3835.535009,0,3621863
9332.6,6074649.325,7943464.96,0,-5015.091615,3835.21839,0,3621863
9332.7,6074147.804,7943848.466,0,-5015.333741,3834.901755,0,3621863
9332.8,6073646.258,7944231.941,0,-5015.575846,3834.585105,0,3621863
9332.9,6073144.689,7944615.383,0,-5015.817932,3834.26844,0,3621863
9333,6072643.095,7944998.794,0,-5016.059998,3833.95176,0,3621863
9333.1,6072141.477,7945382.174,0,-5016.302044,3833.635064,0,3621863
9333.2,6071639.834,7945765.521,0,-5016.54407,3833.318353,0,3621863
9333.3,6071138.168,7946148.837,0,-5016.786075,3833.001627,0,3621863
9333.4,6070636.477,7946532.122,0,-5017.028061,3832.684886,0,3621863
9333.5,6070134.762,7946915.374,0,-5017.270027,3832.368129,0,3621863
9333.6,6069633.023,7947298.595,0,-5017.511973,3832.051357,0,3621863
9333.7,6069131.26,7947681.785,0,-5017.753899,3831.734569,0,3621863
9333.8,6068629.472,7948064.942,0,-5017.995805,3831.417767,0,3621863
9333.9,6068127.661,7948448.068,0,-5018.23769,3831.100949,0,3621863
9334,6067625.825,7948831.162,0,-5018.479556,3830.784116,0,3621863
9334.1,6067123.965,7949214.225,0,-5018.721402,3830.467268,0,3621863
9334.2,6066622.081,7949597.256,0,-5018.963228,3830.150404,0,3621863
9334.3,6066120.172,7949980.255,0,-5019.205034,3829.833525,0,3621863
9334.4,6065618.24,7950363.223,0,-5019.44682,3829.516631,0,3621863
9334.5,6065116.283,7950746.158,0,-5019.688585,3829.199721,0,3621863
9334.6,6064614.302,7951129.063,0,-5019.930331,3828.882797,0,3621863
9334.7,6064112.297,7951511.935,0,-5020.172057,3828.565857,0,3621863
9334.8,6063610.267,7951894.776,0,-5020.413763,3828.248901,0,3621863
9334.9,6063108.214,7952277.585,0,-5020.655449,3827.931931,0,3621863
9335,6062606.136,7952660.362,0,-5020.897114,3827.614945,0,3621863
9335.1,6062104.035,7953043.108,0,-5021.13876,3827.297944,0,3621863
9335.2,6061601.909,7953425.822,0,-5021.380386,3826.980928,0,3621863
9335.3,6061099.758,7953808.504,0,-5021.621991,3826.663896,0,3621863
9335.4,6060597.584,7954191.155,0,-5021.863577,3826.346849,0,3621863
9335.5,6060095.386,7954573.773,0,-5022.105143,3826.029787,0,3621863
9335.6,6059593.163,7954956.36,0,-5022.346689,3825.71271,0,3621863
9335.7,6059090.916,7955338.916,0,-5022.588214,3825.395618,0,3621863
9335.8,6058588.646,7955721.44,0,-5022.82972,3825.07851,0,3621863
9335.9,6058086.35,7956103.932,0,-5023.071205,3824.761387,0,3621863
9336,6057584.031,7956486.392,0,-5023.312671,3824.444249,0,3621863
9336.1,6057081.688,7956868.82,0,-5023.554117,3824.127095,0,3621863
9336.2,6056579.32,7957251.217,0,-5023.795542,3823.809926,0,3621863
9336.3,6056076.929,7957633.582,0,-5024.036948,3823.492742,0,3621863
9336.4,6055574.513,7958015.916,0,-5024.278333,3823.175543,0,3621863
9336.5,6055072.073,7958398.218,0,-5024.519698,3822.858328,0,3621863
9336.6,6054569.609,7958780.488,0,-5024.761044,3822.541099,0,3621863
9336.7,6054067.121,7959162.726,0,-5025.002369,3822.223854,0,3621863
9336.8,6053564.609,7959544.932,0,-5025.243675,3821.906594,0,3621863
9336.9,6053062.072,7959927.107,0,-5025.48496,3821.589318,0,3621863
9337,6052559.512,7960309.25,0,-5025.726225,3821.272028,0,3621863
9337.1,6052056.927,7960691.361,0,-5025.967471,3820.954722,0,3621863
9337.2,6051554.318,7961073.441,0,-5026.208696,3820.637401,0,3621863
9337.3,6051051.685,7961455.489,0,-5026.449901,3820.320064,0,3621863
9337.4,6050549.028,7961837.505,0,-5026.691086,3820.002713,0,3621863
9337.5,6050046.347,7962219.489,0,-5026.932251,3819.685346,0,3621863
9337.6,6049543.642,7962601.442,0,-5027.173396,3819.367964,0,3621863
9337.7,6049040.912,7962983.363,0,-5027.414521,3819.050566,0,3621863
9337.8,6048538.159,7963365.252,0,-5027.655626,3818.733154,0,3621863
9337.9,6048035.381,7963747.11,0,-5027.896711,3818.415726,0,3621863
9338,6047532.579,7964128.935,0,-5028.137776,3818.098283,0,3621863
9338.1,6047029.754,7964510.729,0,-5028.378821,3817.780825,0,3621863
9338.2,6046526.904,7964892.492,0,-5028.619846,3817.463352,0,3621863
9338.3,6046024.03,7965274.222,0,-5028.860851,3817.145863,0,3621863
9338.4,6045521.132,7965655.921,0,-5029.101836,3816.82836,0,3621863
9338.5,6045018.209,7966037.588,0,-5029.3428,3816.510841,0,3621863
9338.6,6044515.263,7966419.223,0,-5029.583745,3816.193306,0,3621863
9338.7,6044012.293,7966800.826,0,-5029.82467,3815.875757,0,3621863
9338.8,6043509.298,7967182.398,0,-5030.065574,3815.558192,0,3621863
9338.9,6043006.279,7967563.938,0,-5030.306459,3815.240612,0,3621863
9339,6042503.237,7967945.446,0,-5030.547323,3814.923017,0,3621863
9339.1,6042000.17,7968326.923,0,-5030.788168,3814.605407,0,3621863
9339.2,6041497.079,7968708.367,0,-5031.028992,3814.287782,0,3621863
9339.3,6040993.964,7969089.78,0,-5031.269796,3813.970141,0,3621863
9339.4,6040490.825,7969471.161,0,-5031.510581,3813.652485,0,3621863
9339.5,6039987.662,7969852.511,0,-5031.751345,3813.334814,0,3621863
9339.6,6039484.475,7970233.828,0,-5031.992089,3813.017128,0,3621863
9339.7,6038981.264,7970615.114,0,-5032.232813,3812.699426,0,3621863
9339.8,6038478.028,7970996.368,0,-5032.473517,3812.38171,0,3621863
9339.9,6037974.769,7971377.59,0,-5032.714201,3812.063978,0,3621863
9340,6037471.486,7971758.781,0,-5032.954865,3811.746231,0,3621863
9340.1,6036968.178,7972139.94,0,-5033.195509,3811.428468,0,3621863
9340.2,6036464.846,7972521.067,0,-5033.436133,3811.110691,0,3621863
9340.3,6035961.491,7972902.162,0,-5033.676736,3810.792898,0,3621863
9340.4,6035458.111,7973283.225,0,-5033.91732,3810.475091,0,3621863
9340.5,6034954.707,7973664.257,0,-5034.157884,3810.157268,0,3621863
9340.6,6034451.279,7974045.257,0,-5034.398427,3809.839429,0,3621863
9340.7,6033947.828,7974426.225,0,-5034.638951,3809.521576,0,3621863
9340.8,6033444.352,7974807.161,0,-5034.879454,3809.203707,0,3621863
9340.9,6032940.852,7975188.065,0,-5035.119937,3808.885824,0,3621863
9341,6032437.328,7975568.938,0,-5035.360401,3808.567925,0,3621863
9341.1,6031933.78,7975949.779,0,-5035.600844,3808.250011,0,3621863
9341.2,6031430.208,7976330.588,0,-5035.841267,3807.932081,0,3621863
9341.3,6030926.611,7976711.365,0,-5036.08167,3807.614137,0,3621863
9341.4,6030422.991,7977092.111,0,-5036.322053,3807.296177,0,3621863
9341.5,6029919.347,7977472.825,0,-5036.562416,3806.978202,0,3621863
9341.6,6029415.679,7977853.507,0,-5036.802759,3806.660212,0,3621863
9341.7,6028911.986,7978234.157,0,-5037.043081,3806.342207,0,3621863
9341.8,6028408.27,7978614.775,0,-5037.283384,3806.024187,0,3621863
9341.9,6027904.53,7978995.362,0,-5037.523667,3805.706151,0,3621863
9342,6027400.765,7979375.916,0,-5037.763929,3805.388101,0,3621863
9342.1,6026896.977,7979756.439,0,-5038.004171,3805.070035,0,3621863
9342.2,6026393.165,7980136.93,0,-5038.244394,3804.751954,0,3621863
9342.3,6025889.328,7980517.39,0,-5038.484596,3804.433857,0,3621863
9342.4,6025385.468,7980897.817,0,-5038.724778,3804.115746,0,3621863
9342.5,6024881.583,7981278.213,0,-5038.96494,3803.79762,0,3621863
9342.6,6024377.675,7981658.577,0,-5039.205082,3803.479478,0,3621863
9342.7,6023873.742,7982038.909,0,-5039.445204,3803.161321,0,3621863
